id,text,source,category,kristoffer,vilde,sondre,mathias
1226091746741956609,@USER @USER @USER @USER @USER Skjerp dere! Lille Norge kan ikke redde verden! Jeg spiser hva jeg vil og kjører min diesel bil til den knekker! Jeg bestemmer i mitt liv! Har ikke råd eller vilje til deres maktbegjær. FN😡EU😡EØS og Schengen 😡,tw,1,2,1,2,1
1228599622534340608,"Politiet her i Skien prøver å legge skylda for overdosedødsfall på at ""folk tror narkotika er mindre farlig"". Hvem tror heroin, fentanyl eller andre opiater er mindre farlig enn de trodde før? Neppe. Men folk endrer kanskje mening om cannabis ol. fordi ""narkotika"" er så mangt.",tw,1,1,1,1,1
1217041807764336640,"@USER Den NRK-artikkelen var bra, leste og delte den i går. I stedet for å avsløre for ""miljøet"" at hun angrer, går ""Tomine"" I dekning, flytter til en annen by. Angrerne forteller ikke åpent at de angrer - det er ""transfobt"" å angre.  Jeg ser for meg et miljø hvor man er under press.",tw,1,1,1,1,1
1224553066084519936,@USER @USER @USER Gass om 😁,tw,1,1,1,1,1
1233711952062504961,"Ber en forsvarsspiller markere «han svarte spilleren», som han ikke kan navnet på, rett før en corner imot. 8 kampers karantene, 600k i bot og blir dømt for rasisme (stemplet som rasist). Er det riktig?",tw,1,1,1,1,1
4402,"Navn. Tja, det var Arbeiderpartiet, SP og SV som bombet Libya, tilbake til middelalderen.",fb,1,1,1,2,1
1217532238058881024,Det er ganske underholdende og lese kommentarfelt. Særlig i saker som omhandler vegetarmat. Herlighet så folk kan hisse seg opp over valgmuligheter og folks engasjement for bærekraft og inkludering.,tw,1,1,1,1,1
1222839250573504512,"Vi ønsker å styrke vårt samarbeid med land lengst mulig unna, slik at det medfører hyppige besøk til disse land som vi så gjerne ønsker å besøke. Vetinst lærer av politikerne. Selv om NMBU overgår alle i studiereiser til fjerne strøk",tw,1,1,1,1,1
7761,Navn Navn vil du ha kjennskap til mine eventuelle diagnoser også? Ettersom argumentet ditt er at du abonnerer skattebetalerne finansierer behandlingen ?,fb,1,1,1,1,1
1218958980153839617,@USER Å bli blokkert er i seg selv ingen trussel mot ytringsfrihet. Ytringsfriheten tvinger ingen til å høre på deg. Men når det er sagt stiller jeg meg tvilende til at tapet er særlig stort. Det nivået som har kommet derfra har vært sørgelig en god stund nå.,tw,1,1,1,1,1
4682055422,"Hvorfor befinner denne fyren seg i et hvitt område på jorden?Han har det vondt, vi får hjelpe han hjem.",rs,5,1,1,2,1
4680643574,Det samme med Nettavisen sitt kommentarfelt.,rs,1,1,1,1,1
1218579946483994625,"EU vurderer midlertidig forbud mot ansiktsgjenkjenning, og  ønsker tid til å finne ut hvordan de skal klare å unngå misbruk av teknologien. #teknologi",tw,1,1,1,1,1
1226959499451301889,"@USER Hva faen?! Ingen svart lesbisk einbeint transgender spiller? Nei, dette er for galt.",tw,2,3,2,2,2
1226105616864829441,Bøyer meg i støvet for NRK som vil hjelpe de som trenger det. Medmenneskelighet er noe vi alle må lære. Tusen takk  klighet#NRKSvalbard,tw,1,1,1,1,1
1217563350760153090,"@USER Nei.  Jeg ville aldri ha Maguire til United.   Det er ikke våre penger, men kom ikke å si at det ikke påvirker fremtidige kjøp.  Ergo så er det en katastrofe.  Kaptein?  Forbanna vits!!!  Seriøst, Solskjær og røkla kan ta en bolle og ryke og reise.  Jeg blir kvalm 🤕",tw,1,2,1,2,1
9511,No må dere heller begynne å fjerne overflødige i byråkratiet isteden for og ansette flere,fb,1,1,1,1,1
1218320230927126528,Feirer nykommunen på skuddårsdagen,tw,1,1,1,1,1
10273,"Vårt bitte lille land, skal alltid redde hele verden ! MDG får heller dra til f.eks. Kina og India. Der får dem litt å jobbe med ! Dem greier jo ikke å tenke annet enn ""grønt "". Jeg kommer til å spise kjøtt og fisk, akkurat som før ! 🐖 🐐🦌",fb,2,2,2,2,1
1222840774414475264,@USER Det er egentlig facinerende hvordan bittelille norge har sp mye kultur forskjell innad,tw,1,1,1,1,1
4678113264,"Nemlig!De som bruker tulle ordet,""klimafornekter"" aner ingen ting om vær, eller hva klima er.",rs,1,1,1,2,1
4676247610,Er ikke Oslo Met steinen Lars Gule holder til under ?,rs,1,1,1,1,1
1222757485053992961,"@USER @USER Kommer ikke utenom at islam passer dårlig inn i et vestlig levesett, uansett hvordan man vrir og vender og relativiserer.",tw,1,1,1,2,2
1219903107058012160,"Mannen som gjorde det mange menn tenker de skulle gjort, men aldri gjør. En handlingens mann der altså!",tw,1,2,1,1,1
3198,"Tony.. Ehh.. Siden når fikk alle land like lover? 😂 Og hvor henter du tallet millioner i flertall på? Ingen som hittil har kunnet vist hvor tallet kommer fra, men kanskje du klarer det?",fb,1,1,1,2,1
4680626611,"Nope, ingen sa et kvekk.. https://www.vg.no/rampelys/...",rs,1,1,1,1,1
1225330459787382786,For oss med sosial angst er selvbetjening det beste som har skjedd siden Internett.,tw,1,1,1,1,1
1228916011837030402,@USER @USER Hvis dagpenger og NAV forsvinner i sin helhet er det fordi høyresida vil det.,tw,1,1,1,1,1
1218283898079272960,"@USER @USER Er det sånn at ytringsfrihet kun gjelder for Resetts kommentarfelt, mens dem som tar til motmæle skal trues til taushet? Dette er skremmende!",tw,1,1,1,1,1
1221373093425418240,Den kinesiske giganten Tencent har lagt inn bud på Funcom -,tw,1,1,1,1,1
1218116578950221824,VIBREREND ZADEL Far og jente sigpd7,tw,1,1,1,1,1
4685545606,Det er ingen avis. Det er et dagsenter for aktivister som ikke kan skrive særlig bra.Se gjerne hvordan de har behandlet folk tidligere. Som de nylige oppfordringene til å angripe Scandza Forum.Naturlig nok er det ingen grunn til å stole på sånne.,rs,2,1,1,2,1
4559,Hva med nedslaktingen av andre grupper i Afrika? Drap av hele landsbyer en gang i uken ca. såvidt nevnt av media her hjemme. Selvfølgelig den perfekte religion som står bak. Afrika er betydelig nærmere oss enn New Zealand.,fb,4,2,2,1,2
4662610551,Som i Norge får også svenske innvandrerbanditter bare tilsnakk og sluppet løs. Grensen går ved mord ser det ut til.,rs,1,2,3,1,2
1167,"Møtes på traktern 11:58 imorgen for å slåss, jenter",fb,1,1,1,1,1
1228571546593234944,"er du glad der en høyere verden intelligens som tar tak,  ser farene, ny energi, så vi ikke blir slaver under islam, tiltak så vi står i mot redde oss, andre tiltak,",tw,3,1,1,2,2
9302,Navn Navn Frp holder hva de lover hvis de får stemmene de trenger for flertall. Stem Frp.♥️🤗,fb,1,1,1,1,1
1229007120735055872,@USER @USER @USER Ikke veldig store penger å tjene hverken i form av skatt eller arbeidsplasser.,tw,1,1,1,1,1
1222824047626670081,"Synspunkt   Men selv om Beatles sang «All you need is love», er det fortsatt tankevekkende «farlig» å benytte ordet kjærlighet i arbeidslivskontekst, skriver @USER",tw,1,1,1,1,1
1220318587770015745,"@USER @USER Altså, @USER - hva er det her for noe?",tw,1,1,1,1,1
1221383592544174081,"Hvis ManU sitt problem sitter lengre opp og Solskjær ikke er rett mann, vil ikke det å ansette Pochettino å gi han « all makt» løse veldig mye?",tw,1,1,1,1,1
1224252002319904769,"Første måned i pappaperm er over. Oppsummert: Poden syk to runder, totalt 14 dager. Far syk 10 dager og vært gjennom en antibiotikakur. Så til de som tror det er barnemat å være hjemme i perm: det er det ikke🧒😷",tw,1,1,1,1,1
1224429629890531329,Vi må sette en sluttdato for oljen: Mitt resonnement som Høyre-politiker,tw,1,1,1,1,1
12823,"Dette er trist,Siv J.har gang på gang fortalt hvor bra Norge går,det er bare rein jug,12000 fler arbeids ledige fra sist sommer,ikke rart hun fikk det travelt med å ramle ned fra taburetten.",fb,2,2,2,2,1
4678973037,Det var en knakande god ide' - støtter den :),rs,1,1,1,1,1
7545,Det bør gå an ha to tanker i hodet på en gang. 👍,fb,2,1,1,1,1
1221099890467536896,"@USER Ansatte en Tyrkisk Muslim i 1970. Han var utdannet i Tyskland, kompetent og effektiv og lot seg lede.  Hvis Raja er det beste vi kan stille med i denne viktige stillingen, slik at han skal styre oss, står det virkelig dårlig til med opprinnelige Nordmenn.",tw,1,1,1,1,1
1214142551722283008,"– Dette er først og fremst et pressestunt fra fossilene, ikke noe klimatiltak som monner. De store utslippene kommer fra bruk av olje, ikke produksjon, sier Natur og Ungdom. Frederic Hauge derimot, er i lomma på industrien. Gjett hvem jeg er enig med.",tw,1,1,1,1,1
10536,"Tror vi bør bekymre oss mer om plantenes miljø og miljøgifter i matjord, hav, ferskvann, og i alt som lever der. Som vi er avhengig av for at vi skal få mat på bordet og et liv.",fb,1,1,1,1,1
12206,"Navn Navn . Enig, men det er vel en kar til som en må passes på.",fb,1,1,1,1,1
1226081790948990976,Presis leder fra ⁦@USER «Norske myndigheter har somlet nok i dette arbeidet. Vi risikerer å gå glipp av store muligheter dersom det ikke skjer noe raskt.» ⁦@USER ⁦@USER og ⁦@USER kan gjøre en stor forskjell,tw,1,1,1,1,1
1221743885380214784,@USER @USER Alle er ute etter å få anerkjennelse slik at de selv får en større status på sosial plattformer. #slikerverdenblitt,tw,1,1,1,1,1
9072,Navn Navn Navn Navn Er pensjonist. Det du sier er ikke sant. Undersøk på Google før du feier alle pensjonistene med samme kost.,fb,1,1,1,1,1
1222247966343299073,"@USER @USER @USER @USER @USER Klimahysteri, ønske om mer innvandring m.m....nok sløsing til sånt! Pasienter som  ikke får medisiner de har bruk for pga pris   må prioriteres!",tw,1,2,1,1,1
1222631790223003648,". @USER Flott du maner til kamp mot nettets. Men da må rere bli flinkere til å oppdra Frp når dere sitter i regjering sammen neste gang (Gud forby det skjer, men...)",tw,1,2,1,1,1
12021,Navn Navn.koster ikke så mye å drifte en bom i dag.som før.en bom til eller fra spiller liten rolle.,fb,1,1,1,1,1
567,Som forventet slik dere holder på,fb,1,1,1,1,1
3187,"Navn Navn Navn , så hun er ikke en terrorsiktet IS kvinne ? 🤡 hun var turist i Syria assa. Men da sååååå 🤡",fb,2,2,2,1,2
1201055062480637952,@USER @USER @USER @USER @USER Ja spesielt Islam og kommunisme Jarl,tw,1,1,1,1,1
12595,"Greit det, 😀 Om det er så veldig fint senere i livet, er en annen sak😆",fb,1,1,1,1,1
1225782545566052352,"@USER @USER Jakke til tusenvis av kroner, tåler minus 20. Joggesko for sommerbruk, ankelsokker og kort svart jeans. Er Moe der som jeg ikke helt skjønner...😌",tw,1,1,1,1,1
9592,"Navn Navn : Tror du heller skal be noen om å se nærmere på lederkulturen i NAV. Hvem blir ledere, hvilken kultur styrer de sine ansatte etter og hva måles de på? Det er ansatt masse dyktige folk i NAV som tydeligvis ikke blir lyttet til, særlig ikke om de kommer med brysom kunnskap eller forslag. Hvem blir værende i organisasjonen og hvem slutter? Osv.",fb,1,1,1,1,1
1225165458678145026,@USER @USER @USER @USER @USER @USER Burde det ikke da også få konsekvenser for å delta i eller gi pengegaver til organisasjoner som indirekte sørger for å monopolisere markedet og inntektene av narkotika til fordel for kriminelle og terrorister?,tw,1,1,1,1,1
1219699695989207040,Thunberg: – Huset vårt brenn framleis ( #nyheter,tw,1,1,1,1,1
4680055477,"Liten vits å gå for gull! 250 milliarder av fondet går til nye landsmenn pr. dags dato, og om 12 år er tallet 500 milliarder! Om 20-25 år er hele fondet spist opp av nye landsmenn dessverre!",rs,3,2,1,2,1
1224003019278254081,"@USER Og Didrik glemmer vel at nordiske trekk stort sett har gitt folk et fripass i Norge. Det holdt en gang å ha ørlite mørk hud, samt litt mørke trekk for å bli mistenkt for å være tater, same, roma eller jøde. Mange grupper har måtte fornekte sin opprinnelse pga dette.",tw,1,1,1,1,1
1228306841391812609,På tide med en nasjonal holdningskampanje mot #fyllekjøring! #trafikksikkerhet #rusfritrafikk @USER @USER,tw,1,1,1,1,1
1222188423890591744,@USER Du sammenligner altså det å fly kloden rundt på ferie med å spise kjøtt for de respektive gruppene? Det glasset med cola hadde vært en fin sammenligning om det var ett kjøttmåltid for aktivisten.,tw,1,1,1,1,1
4680359636,Dessverre så er det jaggu to kvinner med der og............,rs,1,1,1,1,2
9916,Navn har eget firma. Selvfølgelig vil han ha karensdager. Det sparer han penger.,fb,1,1,1,1,1
1226055328124395520,Konkursrapport Januar – Svak nedgang i antall konkurser  @USER,tw,1,1,1,1,1
1217896350492372992,Hverken lønnsbetingelser for annleggsarbeidere eller plan og bygningsloven er så nøye for Norsk Vind. En småpatetisk historie! @USER ⁦@USER Klimaklokken var ikke byggesøkt – skal flyttes,tw,1,2,1,1,1
6537,Kan du forklare hva du mener med det kømurchu?,fb,1,1,1,1,1
12284,"Navn Navn Navn nå var d snakk om FrP og FrP er for EU , at de nå er imot er vel mest for og tekkes sine velgere, spor ikke av tråden om FrP, de vil ha alt over på private hender, legge ned alt offentlig,",fb,1,1,1,1,1
1221382408232165376,@USER Ikke vær så nesevis unge mann. Ellers kjører jeg rullatoren rett i deg.,tw,2,1,2,2,1
4678250295,Når det ikke er lønnsomt for politikere og media mer 👍,rs,1,1,1,1,1
1219314447740755969,"FrP politiker på TV - ""Jammen tobakk er #lovlig og #narkotika er #ulovlig"", sa hun i en debatt. Mange led med både #FrP, - og da vi hadde #AP.",tw,1,1,1,1,1
5124,Det er ingen overvåkingskamera i hovedstaden. Bare døden som er et overbevisende bevis for politiet.,fb,2,2,1,1,1
12870,Om norsk økonomi er på vei til krasjlanding nå så er vel det bare forsmaken på hva som kommer om mdg og resten av caffe latte gjengen i Oslo får regjeringsmakt.,fb,2,1,2,1,2
1219901341931315200,Stengt på grunn av fare for ras,tw,1,1,1,1,1
10561,Jeg fryser på ryggen av disse motbydelige diktatoriske utsagnene...Slutt med dette..,fb,2,1,1,2,1
1224647616753033217,"@USER I #Spania har riksadvokaten bestemt at #nynazister tilhører minoriteter som er ekstra utsatt for hat, og har derfor bestemt at de vel lov skal beskyttes.",tw,1,1,1,1,1
4679682719,"Men hvordan vil Sem-Jacobsen utkonkurrere alternative medier? Hun mener vel å utslette redaksjonene, ved å sende dem til GULag? Fakta er, at i en konkurranse med fair play vil hun aldri få sitt ønske oppfylt.",rs,1,1,1,1,2
9458,"NAV-skandalen er et svært særegent tilfelle! ""De tre regjeringspartiene sammen med FrP sørget, som ventet, for flertall. Regjeringens begrunnelse er at den ikke ønsker bidra til en presedens der interne dokumenter overleveres til Stortinget annet enn i helt særegne tilfeller.""",fb,1,1,1,1,1
1218868948428632065,"@USER @USER Det er riktignok først når hun er dømt at hun får bære sitt æresstempel terrorist (det var det hun oppsøkte). Men både UD og PST har definert henne som terrorist, det er neppe ett ord dem lett benytter uten grunn. Hun ble holdt fanget, siden hun er/var en trussel i Syria. Turist?",tw,1,1,1,1,2
1224242835433644032,"@USER @USER Bernie Sanders har mange trofaste tilhengere. Og han har et godt testet opplegg.  Jeg tror ikke at han kan bli president, men han kan bli presidentkandidaten for sitt parti. Jeg kan ikke se tegn på at han er svekket av helseproblemer ennå selv om han fikk hjerteproblemer. Enig.",tw,1,1,1,1,1
4680949593,Send de til Texas!,rs,1,1,1,1,1
4685838793,"Ja,men slett ikke så det monner.",rs,1,1,1,1,1
1225791936419725312,@USER Litt som når turoperatørene fant ut at to homofile menn uten barn var en gullgruve å selge reiser til. Svaret er at man er meget blåst.,tw,1,2,1,2,1
12669,Navn Navn dummeste jeg har lest på lenge 😂😂😂😂😂😂😂😂,fb,1,2,1,2,1
6947,Først gjøre seg til tyv også ska han ha lønn for strevet 😂😂😂,fb,3,1,1,1,1
10610,Dropp matpakka til MDG,fb,1,1,1,1,1
10225,"Navn Navn Hurra ,da er vi to.De får støtte «De grønne skifte»og Paris avtalen de som vil eller tror vi kan styre solen.Noen vil jo bli millionær på dette våset også,Globalistene er så ynkelige og lett gjennomskuerbare.🙉🙈🙊🐒🕷🕷",fb,1,2,1,1,1
1214293636541755392',"Winnipeg Bilutleie – Winnipeg Bilutleie Hovedstaden i Manitoba og dens største by,\nWinnipeg er et vennlig, avslappet sted med et temperamentelt klima\nog begrenset, men godt",tw,1,1,1,1,1
1218182970063958023,"Hun sier at hun flyktet fra trusselen om tvangsekteskap (trussel ved den samme familien som hun nå lengter tilbake til), hun hevder at hun ikke ante hva hun dro til, hun sier (i motsetning til hva hun har sagt tidligere) og at hun tar avstand fra IS.",tw,1,1,1,1,1
1213441716369403905',"@USER Takk. Det er et godt dokumentert fenomen, ikke mist fra Yellowstone i 88. Men klima-idiotene bryr seg ikke om fakta. De VIL ha panikk.'",tw,2,2,2,2,1
1223961065773584384,@USER @USER @USER Burde heller diskutere hvorfor ett politisk parti har en øy dær di hjernevasker ungdommer.,tw,1,2,1,2,2
1221052805894590464,"@USER Koselig med Svenske,Franske,Tyske,Engelske tilstander som er på nippet til ukontrollert. Lei av naive politikere som skal spille snill gutt/jente.",tw,2,2,1,1,1
4685118364,Enig. Ta en dna test og send dem på huet og ræva tilbake det de hører hjemme.,rs,5,4,3,4,5
8182,Får se hva meningsmålingene sier til dette ;-),fb,1,1,1,1,1
9982,"Navn De som jobber i barnehager plukker hvertfall opp en del den første tiden... Jeg har bare hatt utplassering en uke i en på ungdomsskolen, og klarte å pådra meg vannkopper. Jobbet ikke da, men var syk en måned.",fb,1,1,1,1,1
1232726473779359745,"@USER Haha, ser den! Ville bare ikke ha et navn med hore i seg.",tw,2,1,2,1,1
14876,"Dette er hva som skjer når ""prank""-kanaler blir populære på youtube",fb,1,1,1,1,1
10500,Ja hvorfor ikke la Norge bli som Rosengren sa : den siste sovjet republikk. De har snart greid det nå. Erna vil at alle skal betale ekstra 10 000kr for at de skal ta inn invandrere. Er hun blitt «stand up Komiker».,fb,2,2,1,1,2
1221319959051165697,"Følg @USER som er en viktig ung klimaaktivist fra Uganda. Jeg var i Uganda for 12 år siden, og ble helt forskrekket over de store klimaendringene der som hadde skjedd på kort tid.  Nakate ble forresten klippet ut av bildet her - helt uakseptabelt.",tw,1,1,1,1,1
1228727292358283265,"@USER @USER @USER I dag lagres det svært lite karbon i landbruksjorda pga kunstgjødsel og pløying. Skal beite bidra til karbonlagring må husdyrholdet legges om, noe som også innebærer færre dyr enn i dag.",tw,1,1,1,1,1
1224359836281950210,"@USER @USER @USER @USER @USER @USER @USER Skal seie du har god tid på Twitter i dag. Då kan du sjølvsagt svare på om du er imot fascisme. Du har ikkje svart på det, skjønnar du.",tw,1,1,1,2,1
5238,Og der kan de bli værende.....de voskne,fb,2,1,1,1,1
12295,Navn Navn Navn Hva mener du med brun?,fb,1,1,1,1,1
1224071432436690946,"Helt enig med både @USER og @USER her. Er på ingen måte for abort eller en «aborttilhenger». Jeg er for kvinnens rett til å bestemme. Det interessante dog, fra mange debatter jeg har vært i  / sett på, er overlappet mellom de som er imot all abort og for dødsstraff.",tw,1,1,1,1,1
1222415119562526722,"Når kan vi få politiker- oppmerksomhet på forebygging, folkehelse og breddeidrett @USER ? Hør @USER intervju med Trond Mohn som inspirasjon.",tw,1,1,1,1,1
1217866932621365248,"Fra i dag: Business as usual. Saken snus på hodet. Fra krigeren som skulle gå til motsøksmål, til det stakkars offeret som angivelig tilbød rettsmekling - med helt urimelige krav. Hun kunne lagt frem en second opinion som motbeviste rapporten, og ferdig med den.",tw,1,1,1,1,1
9162,Nei takk er vel det siste parti jeg vil bli medlem av 😢😨,fb,1,2,1,1,2
971,Navn Navn Nei det er ikke rart når sånne som deg lar seg provosere av simpel humor.. 😋,fb,2,2,2,2,1
1218601321902813184,@USER Fikk just bilde av en jente som ga bj på DM😣,tw,2,1,2,1,2
1221534254993223680,@USER De kunne jo prøvd med «dagens kjøtt» og «dagens fisk» bare for å se hva som skjer?,tw,1,1,1,1,1
4681881538,"Det skjer ikke noe med klima om vi slutter å spise kjøtt, Hanne....",rs,1,1,1,1,2
1220720324360179715,@USER ...jeg er dum. Jeg leste ikke godt nok og trodde det var all-in rentekostnad...,tw,1,1,1,1,1
1222787945482067969,Kjipt. «Babylon Berlin» kommer ikke før til høsten på NRK,tw,1,1,1,1,1
4953,Navn Navn Vel de har visst penger nok når det er enkelte andre som trenger hjelp..,fb,1,1,1,1,1
1222687948270903296,@USER @USER Blir et spennende land når bare det du liker får nyte alle skattepengene dine !,tw,1,1,1,1,1
13333,"Vi i Norge reiser jo selv mye og til andre land og ferierer. Da må man tåle å få turister tilbake. Men her til lands venter man til det blir irritasjon av det pga manglende toaletter etc. Turisme/turister er kommet for å bli, og da må man legge til rette for det snarest.",fb,1,1,1,1,1
4677750813,"Enig, har sett diverse dokumentarer på TV med kirurgiske instrumenter som skitne glasskår og rustne barberblad. Det gjør vondt at noen jentunger skal lese dette og tro at det er normalen. Hege Ulstein forsikrer og du får kvinnelig kraft og makt??",rs,1,1,1,1,1
4675949919,"Ja, og glem ikke de fra Afrika.....",rs,1,1,1,1,1
4660309758,Hørte justisministeren på NRK. Han var nesten på linje med sosionomane NRK hadde henta inn. Er vel ikkje anna å vente når han må styre sammen med alle kjerringane i dei andre partia?,rs,2,2,2,2,3
1139,Navn Navn 😂 ikke bare bare på de gruppene.. Hjelpes 🙄,fb,1,1,1,1,1
1219624528655147012,"@USER Kan du som er stipendiat og greier forklare en stakkars pensjonist hva det er ""å ikke være rettslig obligert i speilvendt perspektiv?""",tw,1,1,1,1,1
8934,Navn Navn Navn for de jobbe mer....for og få det til,fb,1,1,1,1,1
4677217664,Han vil altså bli tiltalt med pronomen they/them; har jeg forstått ham korrekt da at han anser seg selv å være i flertall?Da snakker vi splittet personlighet.,rs,2,1,1,1,1
926,Jøss trodde først det var 1.april i dag ... 🤣🤣🤣,fb,1,1,1,1,1
1229422086562680835,"Hva er hatprat her, og vi vet at det dreper.",tw,1,1,1,1,1
1224438801855991811,Qamyar Ghomi ny kommersiell chef på LRF Media,tw,1,1,1,1,1
9083,Navn Navn Navn ja så stygge ord må jo komme fra en som ikke hadde det så bra i heimen lurer på hvem som er nazi her 🥶,fb,2,1,2,2,2
4683922184,Pisk og gulerot? Kanskje USA burde akseptere Nazi Tyskland sin kapitulasjon og trekke styrkene sine ut i stedet?,rs,3,1,1,1,2
1224626598512558080,"Høyskolekolleger ved HINN slakter Thomas Nordahls ""smilefjesmetode"": Innlegg i @USER",tw,1,1,1,1,1
1228728332252012547,"Høyre/ konservative er opptatt av at ""lovverket vi lager eksempelvis, skal være oppnåelig å håndheve."" Innenfor justisfeltet er det eksempel på sterk stat (sivile og politiske rettigheter). Andre, som sosialdemokrater, prioriterer økonomisk trygghet (det sosiale)  = sterk stat.",tw,1,1,1,1,1
5732,Ta det med ro. Det er flere steder i marka det går an å finne emner til steinøkser.,fb,1,1,1,1,1
8096,"Det burde absolutt vært et eldrevern likt barnevern, som kunne kommet med politi og tvangsflyttet beboere. Er så mye stygge holdninger blant personale, å veldig skremmende at de med utdanning er verst. Empatien forsvant en plass på veien, hvis den i det hele tatt var der fra begynnelsen.. Stakkars de eldre i dagens samfunn.",fb,1,2,1,1,1
1217477659472683009,"@USER FrpSpKrf for de store og rike gårdsbrukene, men mot de små?",tw,1,1,1,1,1
1228659090747985920,"Da jeg stort sett hører på annen type musikk en lesbisk mgp-musikk med bismak @USER , så tror jeg at dette ikke er noe for meg.",tw,4,3,2,2,1
6645,"Hege, er det en kvinne i Norge jeg virkelig respekterer, så er det deg. Stå på !",fb,1,1,1,1,1
1222453261359251457,"@USER @USER Skjønner. Mediet som bringer en nyhetssak er for deg viktigere enn sakens natur; at en sosialistisk politiker er dømt for å fremme seksuelle overgrep mot barn. Siden mediet er feil, så er det nazze-propaganda. Greit. Det har jeg nå fått med meg.",tw,2,1,1,1,2
